date,CO1 Comdty,CL1 Comdty,GC1 Comdty,HG1 Comdty,HO1 Comdty,NG1 Comdty,PA1 Comdty,PL1 Comdty,SI1 Comdty,C 1 Comdty
2003-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-04-14,0.009650255832161548,0.017263067423780552,-0.01134807454902681,-0.001379310563505376,0.031252543504104315,0.025724304543905223,-0.02353049741019416,0.006816226755160788,0.009965756269627132,0.0
2003-04-15,0.00836824967051658,0.022791041729618423,0.0021568333734788203,0.013027266853778476,0.03302714496733957,0.018028154488650455,-0.02409755157906053,-0.0006321112726276536,-0.0033108958619440586,0.01039510400033997
2003-04-16,-0.007168489478612516,-0.0037626177450024605,0.002766253492890331,0.0,-0.010016343904360746,0.004236546495435504,-0.09928146958144408,0.0022106435656774857,-0.008436994984946546,-0.010395104000340077
2003-04-17,0.033794964593934815,0.04588114252296485,0.004287908560647114,0.004757059599459241,0.011309837811264252,0.005620952793532937,0.028217639808950323,0.01673613787934857,-0.0033500868852820854,0.006250020345171326
2003-04-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-04-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-04-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-04-21,0.0,0.01042015289646353,0.01907126062708636,-0.01159235620531667,0.0345562838619263,0.0007004027602035395,0.030305349495328843,0.00957092826176698,0.014436674941622459,-0.008342071317395347
2003-04-22,-0.016361876503439288,-0.03159196587221133,0.0026950158548681644,-0.010341353794732595,-0.02811379282465551,-0.011974082140700237,0.036174820609506955,-0.0003073140774031514,0.013578833256991113,0.0
2003-04-23,-0.04827968961335637,-0.11540372203000322,-0.008710071584629272,0.002768167857612842,-0.0364913305973988,-0.013554692994093738,-0.038718542171884834,-0.007249202718336659,0.00607245414029738,0.0
2003-04-24,0.0028812532795270554,-0.00037530493966512525,0.009905528989403022,-0.011118947075032944,0.029272944008465383,-0.017205893989044128,-0.0003184206363475809,-0.0006193868268627705,0.0043150013014132795,-0.006302541870802411
2003-04-25,-0.009913340168651157,-0.014366976797538187,-0.004190368298626686,0.0,-0.009096878846830673,0.0005478951830969551,-0.04228272115937763,-0.0009298001599666387,-0.0028026319951076468,-0.01059331940166494
2003-04-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-04-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-04-28,-0.024796395476666743,-0.029760650486626215,0.003293909251589546,-0.0020986366569211382,-0.04622166402531038,-0.06681730084451905,-0.003327790092674691,-0.05956897765446283,-0.011289742144600495,-0.01286191364240781
2003-04-29,-0.010265274059594792,-0.00985618071501164,-0.0014958865915826911,0.0132175837319539,-0.0013681764345220668,0.021817643090588118,0.01554521133546235,-0.022633683779613823,-0.007011422237803978,0.0
2003-04-30,0.017895662925286448,0.021944454254559365,0.0160383598234254,0.0020711087831363196,0.041566514667638194,0.028059462560698332,0.023675501817818974,0.008714652102443689,0.019595662945050198,0.004305711711212013
2003-05-01,0.005894753911349232,0.008875227078902195,0.008800291467460995,-0.0006898930939376196,-0.09701902018072718,-0.022156370107099473,-0.020071894314520358,-0.0063609186687847395,0.02617449137904193,0.0021459235702766762
2003-05-02,-0.012674440896727937,-0.01392672412342489,-0.0032177883549255647,-0.01319921906672949,-0.017224188770532257,-0.0022809361723379654,0.007168489478612497,0.002683214757592013,0.004819286435948922,0.006410278360919019
2003-05-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-05-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-05-05,0.0,0.03144430840092925,0.0038017299773582046,-0.0021001057771166207,0.037424001727857384,0.079354481439596,0.005827145009193928,0.00016746211208861481,0.0037554811507308906,0.017942433843138355
2003-05-06,0.0021235939176135355,-0.0294984039145597,0.0005836008336050728,0.007678920804155748,-0.03948737755204401,-0.02149856273639192,0.03114328590935144,0.03294105482397053,-0.0031285873886893844,0.0062565376143051375
2003-05-07,0.022651975245039892,0.019634894509363635,-0.0017518252655316967,0.015867873469707274,0.01682433071865528,0.016387969182973097,0.0182922477565042,0.015434389992859832,-0.012190146748633255,0.021594669481460146
2003-05-08,0.02215020829561937,0.028192056900827503,0.01881659222351233,0.0075008875381219735,0.029165755639331017,0.01959474869653288,-0.003385139407366144,0.005727028061803607,0.01260785769873354,0.0
2003-05-09,0.018090945649039264,0.02705832354209267,0.000573394511122914,-0.0027210901143605018,0.012879920458888722,0.005873224690813702,-0.04218441006202369,0.005852132162316602,-0.0004177109501002526,0.03596791307555831
2003-05-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-05-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-05-12,-0.008401729758237626,-0.01343764545371214,0.00856169613481098,0.018225276650325934,-0.01499572631202263,0.030030248805456464,0.019108861698046507,0.03105357426118104,0.015340267652946365,-0.007881814202253368
2003-05-13,0.03977685232599128,0.041187558406614644,-0.004842624475788015,0.01658412801553526,0.046353125377687265,0.052896554692897155,0.0,-0.0160274659085968,-0.009715838702438202,0.0
2003-05-14,0.032291504636523534,0.023236696605025236,0.006546202400571981,-0.004615900051966084,0.02961900559803045,0.0009507210350080887,0.0,0.016486006229967053,0.010332805302985667,0.012776586578981642
2003-05-15,-0.0007479431911879304,-0.01485090322875124,0.0008507018803128285,0.0006607202090380251,-0.01809227296150595,-0.029411521355249014,0.0040925604107664585,-0.0029076460916887784,-0.019095640428196073,-0.0009770396478266127
2003-05-16,-0.02385121582217991,0.013821920116179942,0.0059347355198145265,0.0006602839460752879,0.006905737935339439,-0.0014690282573302012,0.004388721777748585,-0.010166446158421487,0.0020933648004633223,-0.0058823699030665245
2003-05-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-05-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-05-19,-0.018952414117213878,-0.01069528911674803,0.026416105733352513,0.003952574315823342,-0.03556409282284647,-0.017632491096578565,0.035943048926666804,0.009399868888225846,0.006253929076299451,-0.02994235661507834
2003-05-20,0.0015606714053445513,0.015488177442800122,0.0057463559409029075,-0.0006576784189707119,0.0053340754250328914,0.006793166708505612,0.03673398795628643,0.022295607697361525,-0.010025146619378818,0.0
2003-05-21,0.021597445718536473,-0.008574911056572253,0.015432822881444262,0.009820046180975513,0.019452187035300612,0.023177143230408967,0.04047289345195147,0.005385203739897482,-0.009914647190929157,-0.005078731079015687
2003-05-22,-0.009198991660658008,-0.006219785082429999,-0.011076703823174857,-0.003916454092235162,-0.005096577555586946,-0.026650804816061673,-0.034094211342976015,-0.010347246850959932,-0.013445939422024576,-0.007153837356618658
2003-05-23,0.010342938401231285,0.010687914186348785,0.0018998512974631977,-0.000654236202596486,0.0004033071238374693,0.013822829930908564,0.05619455834364207,0.0009040229634817607,-0.0032282391104933444,0.0
2003-05-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-05-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-05-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-05-27,0.0038037322392467767,0.006494639133648183,-0.002715179512217998,0.014295240186826532,0.002684565370668761,-0.03644633356872961,0.07751745380634234,0.01687488710436241,-0.004320594321138349,-0.007205383721270112
2003-05-28,-0.02888704614343757,-0.026585373772384263,-0.007094163449407351,-0.010376227986090746,-0.02222916144363921,0.007598179231071323,-0.0658372992881415,-0.01883463748661498,0.0032421945617163556,-0.0031039859375911073
2003-05-29,0.0170480688347766,0.01803100167572562,0.01197619104671584,0.007145207404644237,0.022899178219123652,0.020148879123644214,-0.016335783905048838,-0.044431185804060566,-0.012813727282699871,0.01542447032563173
2003-05-30,0.011079387450642391,0.01568392190255414,-0.013894788318816267,0.012861913642407822,0.010261967845011639,0.0300420416832861,0.015525301623751979,0.004564421240052514,-0.009222726768772336,-0.0030659196218349003
2003-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-06-02,0.03948371340318638,0.038166238372730026,0.004106781952653502,0.00953902304675891,0.015394028091291138,0.025429783797631115,0.010752791776261697,0.0006279435057204119,-0.005530375781182473,-0.011322817830264776
